tile,x,y,prediction,confidence
gridHE__20211011_160350_(3)tile_3663_level1_70656-44032-71680-45056.png,70656,44032,1,0.59577
gridHE__20211011_160350_(3)tile_949_level1_27648-58368-28672-59392.png,27648,58368,0,0.88291
gridHE__20211011_160350_(3)tile_4252_level1_86016-53248-87040-54272.png,86016,53248,0,0.99739
gridHE__20211011_160350_(3)tile_3461_level1_67584-53248-68608-54272.png,67584,53248,1,0.55317
gridHE__20211011_160350_(3)tile_3741_level1_71680-54272-72704-55296.png,71680,54272,1,0.67732
gridHE__20211011_160350_(3)tile_802_level1_25600-21504-26624-22528.png,25600,21504,0,0.66579
gridHE__20211011_160350_(3)tile_1650_level1_39936-49152-40960-50176.png,39936,49152,1,0.93712
gridHE__20211011_160350_(3)tile_3482_level1_67584-75776-68608-76800.png,67584,75776,1,0.71455
gridHE__20211011_160350_(3)tile_4083_level1_78848-75776-79872-76800.png,78848,75776,0,0.55125
gridHE__20211011_160350_(3)tile_1086_level1_30720-19456-31744-20480.png,30720,19456,0,0.97244
gridHE__20211011_160350_(3)tile_1347_level1_34816-46080-35840-47104.png,34816,46080,0,0.87805
gridHE__20211011_160350_(3)tile_3780_level1_72704-30720-73728-31744.png,72704,30720,1,0.52419
gridHE__20211011_160350_(3)tile_1078_level1_30720-10240-31744-11264.png,30720,10240,0,0.99965
gridHE__20211011_160350_(3)tile_913_level1_27648-21504-28672-22528.png,27648,21504,2,0.60354
gridHE__20211011_160350_(3)tile_2720_level1_57344-15360-58368-16384.png,57344,15360,0,0.53509
gridHE__20211011_160350_(3)tile_936_level1_27648-45056-28672-46080.png,27648,45056,0,0.54628
gridHE__20211011_160350_(3)tile_459_level1_18432-38912-19456-39936.png,18432,38912,0,0.96925
gridHE__20211011_160350_(3)tile_269_level1_14336-12288-15360-13312.png,14336,12288,0,0.99216
gridHE__20211011_160350_(3)tile_3240_level1_64512-39936-65536-40960.png,64512,39936,0,0.48669
gridHE__20211011_160350_(3)tile_3637_level1_70656-16384-71680-17408.png,70656,16384,0,0.96804
gridHE__20211011_160350_(3)tile_3866_level1_73728-59392-74752-60416.png,73728,59392,0,0.97630
gridHE__20211011_160350_(3)tile_3159_level1_63488-26624-64512-27648.png,63488,26624,0,0.98705
gridHE__20211011_160350_(3)tile_3586_level1_69632-35840-70656-36864.png,69632,35840,1,0.63837
gridHE__20211011_160350_(3)tile_4144_level1_80896-67584-81920-68608.png,80896,67584,1,0.59675
gridHE__20211011_160350_(3)tile_3354_level1_66560-9216-67584-10240.png,66560,9216,0,0.93477
gridHE__20211011_160350_(3)tile_4178_level1_82944-49152-83968-50176.png,82944,49152,0,0.99819
gridHE__20211011_160350_(3)tile_3934_level1_75776-48128-76800-49152.png,75776,48128,0,0.99990
gridHE__20211011_160350_(3)tile_3125_level1_62464-66560-63488-67584.png,62464,66560,1,0.65315
gridHE__20211011_160350_(3)tile_1076_level1_29696-69632-30720-70656.png,29696,69632,0,0.94994
gridHE__20211011_160350_(3)tile_3834_level1_73728-24576-74752-25600.png,73728,24576,1,0.74625
gridHE__20211011_160350_(3)tile_2639_level1_55296-74752-56320-75776.png,55296,74752,1,0.81991
gridHE__20211011_160350_(3)tile_162_level1_11264-23552-12288-24576.png,11264,23552,0,0.97109
gridHE__20211011_160350_(3)tile_737_level1_23552-66560-24576-67584.png,23552,66560,0,0.77875
gridHE__20211011_160350_(3)tile_3323_level1_65536-52224-66560-53248.png,65536,52224,1,0.57888
gridHE__20211011_160350_(3)tile_3154_level1_63488-21504-64512-22528.png,63488,21504,0,0.98820
gridHE__20211011_160350_(3)tile_793_level1_25600-12288-26624-13312.png,25600,12288,1,0.44784
gridHE__20211011_160350_(3)tile_995_level1_28672-47104-29696-48128.png,28672,47104,2,0.54471
gridHE__20211011_160350_(3)tile_2323_level1_51200-27648-52224-28672.png,51200,27648,0,0.89753
gridHE__20211011_160350_(3)tile_1936_level1_45056-22528-46080-23552.png,45056,22528,0,0.86573
gridHE__20211011_160350_(3)tile_1013_level1_28672-65536-29696-66560.png,28672,65536,0,0.98249
gridHE__20211011_160350_(3)tile_1290_level1_33792-49152-34816-50176.png,33792,49152,0,0.53701
gridHE__20211011_160350_(3)tile_4300_level1_89088-19456-90112-20480.png,89088,19456,0,0.87657
gridHE__20211011_160350_(3)tile_1454_level1_36864-32768-37888-33792.png,36864,32768,0,0.66258
gridHE__20211011_160350_(3)tile_1031_level1_29696-23552-30720-24576.png,29696,23552,0,0.59357
gridHE__20211011_160350_(3)tile_2687_level1_56320-52224-57344-53248.png,56320,52224,2,0.74771
gridHE__20211011_160350_(3)tile_3737_level1_71680-50176-72704-51200.png,71680,50176,1,0.57235
gridHE__20211011_160350_(3)tile_2176_level1_48128-75776-49152-76800.png,48128,75776,0,0.65131
gridHE__20211011_160350_(3)tile_3425_level1_67584-15360-68608-16384.png,67584,15360,0,0.99318
gridHE__20211011_160350_(3)tile_4126_level1_79872-77824-80896-78848.png,79872,77824,1,0.76916
gridHE__20211011_160350_(3)tile_2927_level1_59392-80896-60416-81920.png,59392,80896,1,0.72321
gridHE__20211011_160350_(3)tile_1908_level1_44032-60416-45056-61440.png,44032,60416,1,0.87853
gridHE__20211011_160350_(3)tile_2436_level1_52224-76800-53248-77824.png,52224,76800,1,0.78044
gridHE__20211011_160350_(3)tile_332_level1_15360-45056-16384-46080.png,15360,45056,0,0.99026
gridHE__20211011_160350_(3)tile_3640_level1_70656-20480-71680-21504.png,70656,20480,0,0.67080
gridHE__20211011_160350_(3)tile_3607_level1_69632-57344-70656-58368.png,69632,57344,0,0.71260
gridHE__20211011_160350_(3)tile_1301_level1_33792-60416-34816-61440.png,33792,60416,1,0.85514
gridHE__20211011_160350_(3)tile_2991_level1_60416-73728-61440-74752.png,60416,73728,1,0.60394
gridHE__20211011_160350_(3)tile_618_level1_21504-54272-22528-55296.png,21504,54272,0,0.85889
gridHE__20211011_160350_(3)tile_61_level1_8192-16384-9216-17408.png,8192,16384,0,0.97116
gridHE__20211011_160350_(3)tile_3242_level1_64512-41984-65536-43008.png,64512,41984,0,0.47810
gridHE__20211011_160350_(3)tile_4122_level1_79872-73728-80896-74752.png,79872,73728,1,0.36237
gridHE__20211011_160350_(3)tile_697_level1_23552-25600-24576-26624.png,23552,25600,0,0.75357
gridHE__20211011_160350_(3)tile_2344_level1_51200-49152-52224-50176.png,51200,49152,1,0.65633
gridHE__20211011_160350_(3)tile_3851_level1_73728-43008-74752-44032.png,73728,43008,0,0.98994
gridHE__20211011_160350_(3)tile_4268_level1_86016-73728-87040-74752.png,86016,73728,0,0.41869
gridHE__20211011_160350_(3)tile_2683_level1_56320-48128-57344-49152.png,56320,48128,0,0.56497
gridHE__20211011_160350_(3)tile_3891_level1_74752-36864-75776-37888.png,74752,36864,1,0.54179
gridHE__20211011_160350_(3)tile_1678_level1_40960-13312-41984-14336.png,40960,13312,0,0.78632
gridHE__20211011_160350_(3)tile_3727_level1_71680-39936-72704-40960.png,71680,39936,1,0.76085
gridHE__20211011_160350_(3)tile_3128_level1_62464-69632-63488-70656.png,62464,69632,1,0.68670
gridHE__20211011_160350_(3)tile_962_level1_28672-13312-29696-14336.png,28672,13312,0,0.55402
gridHE__20211011_160350_(3)tile_3337_level1_65536-67584-66560-68608.png,65536,67584,0,0.43728
gridHE__20211011_160350_(3)tile_3676_level1_70656-57344-71680-58368.png,70656,57344,2,0.48227
gridHE__20211011_160350_(3)tile_1050_level1_29696-43008-30720-44032.png,29696,43008,0,0.85577
gridHE__20211011_160350_(3)tile_3881_level1_74752-16384-75776-17408.png,74752,16384,0,0.99914
gridHE__20211011_160350_(3)tile_1006_level1_28672-58368-29696-59392.png,28672,58368,0,0.61641
gridHE__20211011_160350_(3)tile_656_level1_22528-38912-23552-39936.png,22528,38912,0,0.97788
gridHE__20211011_160350_(3)tile_2487_level1_53248-58368-54272-59392.png,53248,58368,0,0.93175
gridHE__20211011_160350_(3)tile_3331_level1_65536-60416-66560-61440.png,65536,60416,1,0.51715
gridHE__20211011_160350_(3)tile_2961_level1_60416-41984-61440-43008.png,60416,41984,0,0.56614
gridHE__20211011_160350_(3)tile_3987_level1_76800-63488-77824-64512.png,76800,63488,1,0.56913
gridHE__20211011_160350_(3)tile_666_level1_22528-49152-23552-50176.png,22528,49152,1,0.36709
gridHE__20211011_160350_(3)tile_912_level1_27648-20480-28672-21504.png,27648,20480,0,0.86450
gridHE__20211011_160350_(3)tile_921_level1_27648-29696-28672-30720.png,27648,29696,0,0.94165
gridHE__20211011_160350_(3)tile_746_level1_24576-19456-25600-20480.png,24576,19456,0,0.60044
gridHE__20211011_160350_(3)tile_2414_level1_52224-52224-53248-53248.png,52224,52224,1,0.39616
gridHE__20211011_160350_(3)tile_1023_level1_29696-15360-30720-16384.png,29696,15360,0,0.94656
gridHE__20211011_160350_(3)tile_1691_level1_40960-26624-41984-27648.png,40960,26624,2,0.51171
gridHE__20211011_160350_(3)tile_3182_level1_63488-51200-64512-52224.png,63488,51200,0,0.51233
gridHE__20211011_160350_(3)tile_2923_level1_59392-76800-60416-77824.png,59392,76800,1,0.63056
gridHE__20211011_160350_(3)tile_1827_level1_43008-44032-44032-45056.png,43008,44032,1,0.75144
gridHE__20211011_160350_(3)tile_1189_level1_31744-64512-32768-65536.png,31744,64512,0,0.98971
gridHE__20211011_160350_(3)tile_973_level1_28672-24576-29696-25600.png,28672,24576,2,0.79349
gridHE__20211011_160350_(3)tile_809_level1_25600-28672-26624-29696.png,25600,28672,0,0.97585
gridHE__20211011_160350_(3)tile_14_level1_5120-15360-6144-16384.png,5120,15360,0,0.99878
gridHE__20211011_160350_(3)tile_2020_level1_46080-44032-47104-45056.png,46080,44032,1,0.56177
gridHE__20211011_160350_(3)tile_2218_level1_49152-51200-50176-52224.png,49152,51200,1,0.72679
gridHE__20211011_160350_(3)tile_3408_level1_66560-72704-67584-73728.png,66560,72704,0,0.48085
gridHE__20211011_160350_(3)tile_1863_level1_44032-14336-45056-15360.png,44032,14336,0,0.85901
gridHE__20211011_160350_(3)tile_953_level1_27648-62464-28672-63488.png,27648,62464,2,0.45990
gridHE__20211011_160350_(3)tile_2109_level1_47104-71680-48128-72704.png,47104,71680,1,0.74311
gridHE__20211011_160350_(3)tile_2552_level1_54272-54272-55296-55296.png,54272,54272,2,0.42281
gridHE__20211011_160350_(3)tile_2029_level1_46080-53248-47104-54272.png,46080,53248,1,0.76787
gridHE__20211011_160350_(3)tile_3044_level1_61440-55296-62464-56320.png,61440,55296,0,0.94943
gridHE__20211011_160350_(3)tile_4006_level1_77824-19456-78848-20480.png,77824,19456,0,0.44314
gridHE__20211011_160350_(3)tile_400_level1_17408-13312-18432-14336.png,17408,13312,0,0.97372
gridHE__20211011_160350_(3)tile_3334_level1_65536-63488-66560-64512.png,65536,63488,0,0.39113
gridHE__20211011_160350_(3)tile_1813_level1_43008-29696-44032-30720.png,43008,29696,0,0.57311
gridHE__20211011_160350_(3)tile_3993_level1_76800-70656-77824-71680.png,76800,70656,1,0.73022
gridHE__20211011_160350_(3)tile_2175_level1_48128-74752-49152-75776.png,48128,74752,1,0.47975
gridHE__20211011_160350_(3)tile_1941_level1_45056-27648-46080-28672.png,45056,27648,0,0.80782
gridHE__20211011_160350_(3)tile_590_level1_21504-25600-22528-26624.png,21504,25600,0,0.53259
gridHE__20211011_160350_(3)tile_139_level1_10240-37888-11264-38912.png,10240,37888,0,0.78225
gridHE__20211011_160350_(3)tile_1947_level1_45056-33792-46080-34816.png,45056,33792,0,0.53376
gridHE__20211011_160350_(3)tile_1361_level1_34816-60416-35840-61440.png,34816,60416,1,0.79259
gridHE__20211011_160350_(3)tile_1993_level1_46080-14336-47104-15360.png,46080,14336,0,0.79458
gridHE__20211011_160350_(3)tile_1284_level1_33792-43008-34816-44032.png,33792,43008,0,0.78666
gridHE__20211011_160350_(3)tile_3897_level1_74752-50176-75776-51200.png,74752,50176,1,0.54586
gridHE__20211011_160350_(3)tile_1580_level1_38912-39936-39936-40960.png,38912,39936,0,0.70595
gridHE__20211011_160350_(3)tile_496_level1_19456-27648-20480-28672.png,19456,27648,0,0.97696
gridHE__20211011_160350_(3)tile_3326_level1_65536-55296-66560-56320.png,65536,55296,2,0.41519
gridHE__20211011_160350_(3)tile_1701_level1_40960-36864-41984-37888.png,40960,36864,0,0.73638
gridHE__20211011_160350_(3)tile_1272_level1_33792-29696-34816-30720.png,33792,29696,0,0.56462
gridHE__20211011_160350_(3)tile_1066_level1_29696-59392-30720-60416.png,29696,59392,1,0.58150
gridHE__20211011_160350_(3)tile_62_level1_8192-17408-9216-18432.png,8192,17408,0,0.95755
gridHE__20211011_160350_(3)tile_1081_level1_30720-14336-31744-15360.png,30720,14336,0,0.98935
gridHE__20211011_160350_(3)tile_1278_level1_33792-35840-34816-36864.png,33792,35840,0,0.94699
gridHE__20211011_160350_(3)tile_2036_level1_46080-60416-47104-61440.png,46080,60416,1,0.88345
gridHE__20211011_160350_(3)tile_3716_level1_71680-28672-72704-29696.png,71680,28672,1,0.74450
gridHE__20211011_160350_(3)tile_1412_level1_35840-51200-36864-52224.png,35840,51200,1,0.90900
gridHE__20211011_160350_(3)tile_745_level1_24576-18432-25600-19456.png,24576,18432,0,0.63633
gridHE__20211011_160350_(3)tile_424_level1_17408-40960-18432-41984.png,17408,40960,0,0.95768
gridHE__20211011_160350_(3)tile_3207_level1_63488-76800-64512-77824.png,63488,76800,1,0.69412
gridHE__20211011_160350_(3)tile_707_level1_23552-35840-24576-36864.png,23552,35840,0,0.55305
gridHE__20211011_160350_(3)tile_3153_level1_63488-20480-64512-21504.png,63488,20480,0,0.98391
gridHE__20211011_160350_(3)tile_1318_level1_34816-16384-35840-17408.png,34816,16384,0,0.99507
gridHE__20211011_160350_(3)tile_2599_level1_55296-31744-56320-32768.png,55296,31744,0,0.63761
gridHE__20211011_160350_(3)tile_2056_level1_47104-15360-48128-16384.png,47104,15360,0,0.48659
gridHE__20211011_160350_(3)tile_122_level1_10240-19456-11264-20480.png,10240,19456,0,0.99889
gridHE__20211011_160350_(3)tile_2710_level1_56320-77824-57344-78848.png,56320,77824,1,0.76875
gridHE__20211011_160350_(3)tile_3929_level1_75776-27648-76800-28672.png,75776,27648,0,0.55229
gridHE__20211011_160350_(3)tile_1302_level1_33792-61440-34816-62464.png,33792,61440,1,0.81581
gridHE__20211011_160350_(3)tile_560_level1_20480-49152-21504-50176.png,20480,49152,0,0.98041
gridHE__20211011_160350_(3)tile_1018_level1_29696-10240-30720-11264.png,29696,10240,0,0.99461
gridHE__20211011_160350_(3)tile_757_level1_24576-30720-25600-31744.png,24576,30720,0,0.99756
gridHE__20211011_160350_(3)tile_1606_level1_38912-66560-39936-67584.png,38912,66560,1,0.40832
gridHE__20211011_160350_(3)tile_3192_level1_63488-61440-64512-62464.png,63488,61440,0,0.40852
gridHE__20211011_160350_(3)tile_2096_level1_47104-57344-48128-58368.png,47104,57344,1,0.90748
gridHE__20211011_160350_(3)tile_2041_level1_46080-65536-47104-66560.png,46080,65536,0,0.86505
gridHE__20211011_160350_(3)tile_1719_level1_40960-59392-41984-60416.png,40960,59392,1,0.84857
gridHE__20211011_160350_(3)tile_2782_level1_57344-79872-58368-80896.png,57344,79872,1,0.66584
gridHE__20211011_160350_(3)tile_3873_level1_73728-71680-74752-72704.png,73728,71680,0,0.77089
gridHE__20211011_160350_(3)tile_990_level1_28672-41984-29696-43008.png,28672,41984,0,0.85243
gridHE__20211011_160350_(3)tile_920_level1_27648-28672-28672-29696.png,27648,28672,0,0.98566
gridHE__20211011_160350_(3)tile_609_level1_21504-45056-22528-46080.png,21504,45056,0,0.96647
gridHE__20211011_160350_(3)tile_3422_level1_67584-12288-68608-13312.png,67584,12288,0,0.97879
gridHE__20211011_160350_(3)tile_1795_level1_43008-11264-44032-12288.png,43008,11264,0,0.95172
gridHE__20211011_160350_(3)tile_869_level1_26624-33792-27648-34816.png,26624,33792,2,0.60182
gridHE__20211011_160350_(3)tile_1703_level1_40960-38912-41984-39936.png,40960,38912,0,0.88320
gridHE__20211011_160350_(3)tile_494_level1_19456-25600-20480-26624.png,19456,25600,0,0.47311
gridHE__20211011_160350_(3)tile_2950_level1_60416-30720-61440-31744.png,60416,30720,0,0.95946
gridHE__20211011_160350_(3)tile_536_level1_20480-21504-21504-22528.png,20480,21504,0,0.72021
gridHE__20211011_160350_(3)tile_4198_level1_83968-59392-84992-60416.png,83968,59392,0,0.98033
gridHE__20211011_160350_(3)tile_2122_level1_48128-17408-49152-18432.png,48128,17408,0,0.64152
gridHE__20211011_160350_(3)tile_1556_level1_38912-15360-39936-16384.png,38912,15360,0,0.67694
gridHE__20211011_160350_(3)tile_3790_level1_72704-40960-73728-41984.png,72704,40960,0,0.57495
gridHE__20211011_160350_(3)tile_3577_level1_69632-26624-70656-27648.png,69632,26624,0,0.76434
gridHE__20211011_160350_(3)tile_2590_level1_55296-22528-56320-23552.png,55296,22528,1,0.61529
gridHE__20211011_160350_(3)tile_4046_level1_78848-25600-79872-26624.png,78848,25600,0,0.99746
gridHE__20211011_160350_(3)tile_1489_level1_36864-68608-37888-69632.png,36864,68608,0,0.96011
gridHE__20211011_160350_(3)tile_1087_level1_30720-20480-31744-21504.png,30720,20480,0,0.88035
gridHE__20211011_160350_(3)tile_2006_level1_46080-27648-47104-28672.png,46080,27648,0,0.59905
gridHE__20211011_160350_(3)tile_3484_level1_67584-77824-68608-78848.png,67584,77824,0,0.93470
gridHE__20211011_160350_(3)tile_1341_level1_34816-39936-35840-40960.png,34816,39936,0,0.71356
gridHE__20211011_160350_(3)tile_3278_level1_64512-79872-65536-80896.png,64512,79872,1,0.61545
gridHE__20211011_160350_(3)tile_1854_level1_43008-71680-44032-72704.png,43008,71680,0,0.96137
gridHE__20211011_160350_(3)tile_1020_level1_29696-12288-30720-13312.png,29696,12288,0,0.97738
gridHE__20211011_160350_(3)tile_3303_level1_65536-29696-66560-30720.png,65536,29696,0,0.99368
gridHE__20211011_160350_(3)tile_4023_level1_77824-58368-78848-59392.png,77824,58368,1,0.43499
gridHE__20211011_160350_(3)tile_3815_level1_72704-69632-73728-70656.png,72704,69632,1,0.71982
gridHE__20211011_160350_(3)tile_3868_level1_73728-65536-74752-66560.png,73728,65536,1,0.80608
gridHE__20211011_160350_(3)tile_401_level1_17408-14336-18432-15360.png,17408,14336,0,0.96587
gridHE__20211011_160350_(3)tile_1753_level1_41984-28672-43008-29696.png,41984,28672,0,0.53263
gridHE__20211011_160350_(3)tile_1817_level1_43008-33792-44032-34816.png,43008,33792,1,0.49846
gridHE__20211011_160350_(3)tile_837_level1_25600-57344-26624-58368.png,25600,57344,0,0.76265
gridHE__20211011_160350_(3)tile_3103_level1_62464-44032-63488-45056.png,62464,44032,0,0.81513
gridHE__20211011_160350_(3)tile_4243_level1_86016-44032-87040-45056.png,86016,44032,0,0.95527
gridHE__20211011_160350_(3)tile_992_level1_28672-44032-29696-45056.png,28672,44032,2,0.72087
gridHE__20211011_160350_(3)tile_3280_level1_64512-81920-65536-82944.png,64512,81920,1,0.67645
gridHE__20211011_160350_(3)tile_3394_level1_66560-55296-67584-56320.png,66560,55296,1,0.46408
gridHE__20211011_160350_(3)tile_1823_level1_43008-39936-44032-40960.png,43008,39936,2,0.54684
gridHE__20211011_160350_(3)tile_3779_level1_72704-29696-73728-30720.png,72704,29696,1,0.53035
gridHE__20211011_160350_(3)tile_777_level1_24576-51200-25600-52224.png,24576,51200,0,0.75547
gridHE__20211011_160350_(3)tile_1344_level1_34816-43008-35840-44032.png,34816,43008,0,0.61475
gridHE__20211011_160350_(3)tile_654_level1_22528-36864-23552-37888.png,22528,36864,0,0.95091
gridHE__20211011_160350_(3)tile_3092_level1_62464-31744-63488-32768.png,62464,31744,0,0.98986
gridHE__20211011_160350_(3)tile_1226_level1_32768-44032-33792-45056.png,32768,44032,0,0.67536
gridHE__20211011_160350_(3)tile_4141_level1_80896-37888-81920-38912.png,80896,37888,0,0.99052
gridHE__20211011_160350_(3)tile_2432_level1_52224-72704-53248-73728.png,52224,72704,1,0.74513
gridHE__20211011_160350_(3)tile_1022_level1_29696-14336-30720-15360.png,29696,14336,0,0.94928
gridHE__20211011_160350_(3)tile_2753_level1_57344-49152-58368-50176.png,57344,49152,2,0.59033
gridHE__20211011_160350_(3)tile_179_level1_11264-44032-12288-45056.png,11264,44032,0,0.99781
gridHE__20211011_160350_(3)tile_904_level1_27648-12288-28672-13312.png,27648,12288,1,0.44657
gridHE__20211011_160350_(3)tile_3140_level1_63488-7168-64512-8192.png,63488,7168,0,0.99317
gridHE__20211011_160350_(3)tile_1044_level1_29696-36864-30720-37888.png,29696,36864,0,0.75418
gridHE__20211011_160350_(3)tile_2239_level1_49152-73728-50176-74752.png,49152,73728,0,0.55115
gridHE__20211011_160350_(3)tile_1455_level1_36864-33792-37888-34816.png,36864,33792,1,0.53211
gridHE__20211011_160350_(3)tile_3022_level1_61440-31744-62464-32768.png,61440,31744,0,0.96570
gridHE__20211011_160350_(3)tile_2722_level1_57344-17408-58368-18432.png,57344,17408,0,0.66059
gridHE__20211011_160350_(3)tile_1368_level1_34816-67584-35840-68608.png,34816,67584,0,0.99250
gridHE__20211011_160350_(3)tile_4065_level1_78848-57344-79872-58368.png,78848,57344,1,0.42653
gridHE__20211011_160350_(3)tile_1296_level1_33792-55296-34816-56320.png,33792,55296,1,0.60748
gridHE__20211011_160350_(3)tile_3055_level1_61440-67584-62464-68608.png,61440,67584,0,0.63854
gridHE__20211011_160350_(3)tile_3515_level1_68608-33792-69632-34816.png,68608,33792,0,0.84724
gridHE__20211011_160350_(3)tile_2138_level1_48128-33792-49152-34816.png,48128,33792,1,0.71631
gridHE__20211011_160350_(3)tile_1350_level1_34816-49152-35840-50176.png,34816,49152,0,0.87242
gridHE__20211011_160350_(3)tile_841_level1_25600-61440-26624-62464.png,25600,61440,0,0.36499
gridHE__20211011_160350_(3)tile_2368_level1_51200-75776-52224-76800.png,51200,75776,1,0.75229
gridHE__20211011_160350_(3)tile_4187_level1_83968-38912-84992-39936.png,83968,38912,0,0.87662
gridHE__20211011_160350_(3)tile_3529_level1_68608-48128-69632-49152.png,68608,48128,0,0.97281
gridHE__20211011_160350_(3)tile_1825_level1_43008-41984-44032-43008.png,43008,41984,1,0.87670
gridHE__20211011_160350_(3)tile_2232_level1_49152-65536-50176-66560.png,49152,65536,0,0.99815
gridHE__20211011_160350_(3)tile_2005_level1_46080-26624-47104-27648.png,46080,26624,0,0.87549
gridHE__20211011_160350_(3)tile_3836_level1_73728-26624-74752-27648.png,73728,26624,1,0.74750
gridHE__20211011_160350_(3)tile_1389_level1_35840-27648-36864-28672.png,35840,27648,0,0.72142
gridHE__20211011_160350_(3)tile_2187_level1_49152-18432-50176-19456.png,49152,18432,1,0.47691
gridHE__20211011_160350_(3)tile_6_level1_2048-81920-3072-82944.png,2048,81920,0,0.86274
gridHE__20211011_160350_(3)tile_3847_level1_73728-38912-74752-39936.png,73728,38912,1,0.86715
gridHE__20211011_160350_(3)tile_3890_level1_74752-35840-75776-36864.png,74752,35840,1,0.75257
gridHE__20211011_160350_(3)tile_1115_level1_30720-50176-31744-51200.png,30720,50176,0,0.42988
gridHE__20211011_160350_(3)tile_3101_level1_62464-40960-63488-41984.png,62464,40960,1,0.73613
gridHE__20211011_160350_(3)tile_3956_level1_76800-9216-77824-10240.png,76800,9216,1,0.85827
gridHE__20211011_160350_(3)tile_1134_level1_30720-69632-31744-70656.png,30720,69632,0,0.76677
gridHE__20211011_160350_(3)tile_3375_level1_66560-30720-67584-31744.png,66560,30720,0,0.78322
gridHE__20211011_160350_(3)tile_1865_level1_44032-16384-45056-17408.png,44032,16384,0,0.96059
gridHE__20211011_160350_(3)tile_3056_level1_61440-68608-62464-69632.png,61440,68608,1,0.72491
gridHE__20211011_160350_(3)tile_439_level1_17408-56320-18432-57344.png,17408,56320,0,0.97679
gridHE__20211011_160350_(3)tile_91_level1_9216-19456-10240-20480.png,9216,19456,0,0.98875
gridHE__20211011_160350_(3)tile_3104_level1_62464-45056-63488-46080.png,62464,45056,0,0.65025
gridHE__20211011_160350_(3)tile_1210_level1_32768-27648-33792-28672.png,32768,27648,0,0.49322
gridHE__20211011_160350_(3)tile_1303_level1_33792-62464-34816-63488.png,33792,62464,1,0.87926
gridHE__20211011_160350_(3)tile_2362_level1_51200-68608-52224-69632.png,51200,68608,0,0.90242
gridHE__20211011_160350_(3)tile_2850_level1_58368-75776-59392-76800.png,58368,75776,1,0.65144
gridHE__20211011_160350_(3)tile_4262_level1_86016-63488-87040-64512.png,86016,63488,0,0.99906
gridHE__20211011_160350_(3)tile_2078_level1_47104-38912-48128-39936.png,47104,38912,1,0.95238
gridHE__20211011_160350_(3)tile_597_level1_21504-32768-22528-33792.png,21504,32768,0,0.98302
gridHE__20211011_160350_(3)tile_1452_level1_36864-30720-37888-31744.png,36864,30720,0,0.54661
gridHE__20211011_160350_(3)tile_1477_level1_36864-56320-37888-57344.png,36864,56320,1,0.58835
gridHE__20211011_160350_(3)tile_2817_level1_58368-41984-59392-43008.png,58368,41984,0,0.52439
gridHE__20211011_160350_(3)tile_68_level1_8192-28672-9216-29696.png,8192,28672,0,0.64736
gridHE__20211011_160350_(3)tile_310_level1_15360-22528-16384-23552.png,15360,22528,0,0.97371
gridHE__20211011_160350_(3)tile_2709_level1_56320-76800-57344-77824.png,56320,76800,1,0.59180
gridHE__20211011_160350_(3)tile_2699_level1_56320-66560-57344-67584.png,56320,66560,2,0.61414
gridHE__20211011_160350_(3)tile_1391_level1_35840-29696-36864-30720.png,35840,29696,0,0.61520
gridHE__20211011_160350_(3)tile_3661_level1_70656-41984-71680-43008.png,70656,41984,1,0.60117
gridHE__20211011_160350_(3)tile_2568_level1_54272-72704-55296-73728.png,54272,72704,1,0.72223
gridHE__20211011_160350_(3)tile_3333_level1_65536-62464-66560-63488.png,65536,62464,0,0.45451
gridHE__20211011_160350_(3)tile_3937_level1_75776-51200-76800-52224.png,75776,51200,0,0.86580
gridHE__20211011_160350_(3)tile_1712_level1_40960-52224-41984-53248.png,40960,52224,1,0.74782
gridHE__20211011_160350_(3)tile_1663_level1_39936-62464-40960-63488.png,39936,62464,1,0.65137
gridHE__20211011_160350_(3)tile_1369_level1_34816-68608-35840-69632.png,34816,68608,0,0.98699
gridHE__20211011_160350_(3)tile_2847_level1_58368-72704-59392-73728.png,58368,72704,1,0.80494
gridHE__20211011_160350_(3)tile_2914_level1_59392-67584-60416-68608.png,59392,67584,0,0.61866
gridHE__20211011_160350_(3)tile_3999_level1_76800-76800-77824-77824.png,76800,76800,1,0.67863
gridHE__20211011_160350_(3)tile_2773_level1_57344-70656-58368-71680.png,57344,70656,0,0.57897
gridHE__20211011_160350_(3)tile_659_level1_22528-41984-23552-43008.png,22528,41984,0,0.90529
gridHE__20211011_160350_(3)tile_3110_level1_62464-51200-63488-52224.png,62464,51200,0,0.96148
gridHE__20211011_160350_(3)tile_1374_level1_35840-12288-36864-13312.png,35840,12288,0,0.97320
gridHE__20211011_160350_(3)tile_3305_level1_65536-33792-66560-34816.png,65536,33792,0,0.99794
gridHE__20211011_160350_(3)tile_2372_level1_51200-79872-52224-80896.png,51200,79872,0,0.47854
gridHE__20211011_160350_(3)tile_1774_level1_41984-55296-43008-56320.png,41984,55296,1,0.66761
gridHE__20211011_160350_(3)tile_1396_level1_35840-34816-36864-35840.png,35840,34816,0,0.79961
gridHE__20211011_160350_(3)tile_2283_level1_50176-54272-51200-55296.png,50176,54272,1,0.66833
gridHE__20211011_160350_(3)tile_1500_level1_37888-19456-38912-20480.png,37888,19456,1,0.77852
gridHE__20211011_160350_(3)tile_4158_level1_81920-17408-82944-18432.png,81920,17408,0,0.98152
